snapshot_time: 979.6092565 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 716824714.3, -11477473.37, 0, 1.264594037, 10.58353205, 0
1, 0.0009478064836, -8.167539436e+11, -2.096841379e+10, 0, 488.5430602, -12688.86289, 0
2, 0.0002837732003, 8.24445834e+11, 1.003712907e+12, 0, -7919.18338, 6360.729071, 0
3, 4.33474424e-05, -1.174469023e+12, -1.894703048e+12, 0, 6615.513118, -4047.234703, 0
4, 5.113210577e-05, -2.44063646e+12, -3.351319747e+12, 0, 4586.649493, -3373.1902, 0
snapshot_time: 85226.00531 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 667503349.6, 554922760.3, 0, -11.0593596, 5.546860941, 0
1, 0.0009478064836, -1.75706223e+11, -7.988387152e+11, 0, 12416.0753, -2583.427191, 0
2, 0.0002837732003, -1.244463566e+12, 3.519000934e+11, 0, -2690.830748, -9837.589247, 0
3, 4.33474424e-05, -1.078034368e+12, -1.951937145e+12, 0, 6808.59993, -3711.339624, 0
4, 5.113210577e-05, -1.95977182e+12, 3.671065042e+12, 0, -4984.973206, -2706.619801, 0
snapshot_time: 86205.61457 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -894951911.3, 742140744.8, 0, -7.967876687, -11.48200658, 0
1, 0.0009478064836, 7.422331163e+11, -3.205946335e+11, 0, 5062.38818, 11782.59073, 0
2, 0.0002837732003, 6.675132673e+10, -1.295382388e+12, 0, 10146.02449, 560.8609022, 0
3, 4.33474424e-05, -9.849998258e+11, -2.000911679e+12, 0, 6976.837577, -3380.870354, 0
4, 5.113210577e-05, 4.185761108e+12, 3.331422462e+11, 0, -439.0868004, 5604.299987, 0
snapshot_time: 87185.22382 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -662381178.8, -468636126, 0, 10.61121413, -9.396092515, 0
1, 0.0009478064836, 4.44070414e+11, 6.618722643e+11, 0, -10756.88195, 7322.870552, 0
2, 0.0002837732003, 1.231810265e+12, 4.565809049e+11, 0, -3469.552245, 9420.164698, 0
3, 4.33474424e-05, -8.870144248e+11, -2.044331722e+12, 0, 7134.543282, -3046.17206, 0
4, 5.113210577e-05, -1.378682271e+12, -3.916541311e+12, 0, 5350.868332, -1920.084506, 0
snapshot_time: 88164.83308 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 943460341.4, -894870247.2, 0, 11.20140315, 10.52531549, 0
1, 0.0009478064836, -5.328301966e+11, 5.876702516e+11, 0, -9725.70918, -8725.438763, 0
2, 0.0002837732003, -8.946081873e+11, 9.732180913e+11, 0, -7325.212769, -6763.240652, 0
3, 4.33474424e-05, -7.829937953e+11, -2.08672038e+12, 0, 7278.494014, -2685.826763, 0
4, 5.113210577e-05, -2.921505598e+12, 2.952483647e+12, 0, -4014.390428, -4022.535233, 0
snapshot_time: 89144.44234 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 669422761.8, 713658949.9, 0, -8.691471159, 11.88064026, 0
1, 0.0009478064836, -7.025488308e+11, -3.894345831e+11, 0, 6255.578051, -11294.44771, 0
2, 0.0002837732003, -6.122532844e+11, -1.155753199e+12, 0, 8925.407236, -4677.04936, 0
3, 4.33474424e-05, -6.826674163e+11, -2.122439447e+12, 0, 7394.098136, -2335.884293, 0
4, 5.113210577e-05, 3.924701106e+12, 1.493584843e+12, 0, -2003.404669, 5251.902028, 0
snapshot_time: 90124.05159 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -562249570.5, 1112428126, 0, -12.65472977, -6.439503053, 0
1, 0.0009478064836, 2.503292583e+11, -7.769229537e+11, 0, 12087.30366, 3892.514057, 0
2, 0.0002837732003, 1.267566522e+12, -2.428304484e+11, 0, 1996.358709, 10020.02895, 0
3, 4.33474424e-05, -5.80492619e+11, -2.150686293e+12, 0, 7504.47771, -1977.914074, 0
4, 5.113210577e-05, -2.014044875e+11, -4.154822786e+12, 0, 5665.932532, -314.1731561, 0
snapshot_time: 91103.66085 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -494724825, -434875175.4, 0, 3.614080836, -11.06589249, 0
1, 0.0009478064836, 8.190482477e+11, 6.962999517e+10, 0, -1025.515037, 12579.15464, 0
2, 0.0002837732003, -2.666441927e+11, 1.272250423e+12, 0, -9966.555107, -1923.022266, 0
3, 4.33474424e-05, -4.722965566e+11, -2.177096091e+12, 0, 7593.895079, -1604.576787, 0
4, 5.113210577e-05, -3.639418327e+12, 1.987865e+12, 0, -2703.452916, -5009.169422, 0
snapshot_time: 92083.27011 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 44554125.73, -600205492, 0, 10.25398913, 0.4255664225, 0
1, 0.0009478064836, 1.19816691e+11, 8.071136299e+11, 0, -12572.92208, 1920.202802, 0
2, 0.0002837732003, -1.104065348e+12, -7.042676007e+11, 0, 5350.621589, -8528.253775, 0
3, 4.33474424e-05, -3.661620007e+11, -2.197560102e+12, 0, 7661.923242, -1238.557379, 0
4, 5.113210577e-05, 3.346591391e+12, 2.533299524e+12, 0, -3406.518439, 4474.593721, 0
snapshot_time: 93062.87936 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 408916115.9, 290380491.3, 0, 1.640652755, 9.356137673, 0
1, 0.0009478064836, -7.539619224e+11, 2.803666414e+11, 0, -4457.226851, -12114.62807, 0
2, 0.0002837732003, 9.402741029e+11, -8.911110275e+11, 0, 6942.084556, 7432.866635, 0
3, 4.33474424e-05, -2.6190993e+11, -2.211658966e+12, 0, 7714.261857, -866.7591889, 0
4, 5.113210577e-05, 9.928139205e+11, -4.048054609e+12, 0, 5510.046558, 1308.680625, 0
snapshot_time: 94042.48862 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 491095568.8, 344918950.9, 0, -7.921156499, 5.948190024, 0
1, 0.0009478064836, -4.454577672e+11, -6.609498596e+11, 0, 10878.49007, -7153.41271, 0
2, 0.0002837732003, 5.129982271e+11, 1.178697373e+12, 0, -9432.182826, 4039.450173, 0
3, 4.33474424e-05, -1.524117108e+11, -2.221750532e+12, 0, 7748.351109, -490.0316146, 0
4, 5.113210577e-05, -4.052347778e+12, 8.569073605e+11, 0, -1160.158352, -5579.615905, 0
snapshot_time: 95022.09788 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -269695927, 488808658.3, 0, -9.143053089, -5.635665584, 0
1, 0.0009478064836, 5.3736955e+11, -5.923171329e+11, 0, 9511.880431, 8825.978982, 0
2, 0.0002837732003, -1.289206925e+12, -8717875668, 0, 38.23908286, -10229.14682, 0
3, 4.33474424e-05, -4.29226267e+10, -2.226101306e+12, 0, 7765.643561, -110.6610516, 0
4, 5.113210577e-05, 2.497822306e+12, 3.367967169e+12, 0, -4536.584109, 3333.069378, 0
snapshot_time: 96001.70713 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -865371561.1, 227361029.5, 0, 3.131387999, -11.31493441, 0
1, 0.0009478064836, 6.837360526e+11, 4.302968793e+11, 0, -6820.31762, 10885.1404, 0
2, 0.0002837732003, 3.728850523e+11, -1.247344973e+12, 0, 9691.65893, 2916.619842, 0
3, 4.33474424e-05, 6.254617604e+10, -2.226251805e+12, 0, 7757.020911, 262.360848, 0
4, 5.113210577e-05, 2.105302788e+12, -3.606976513e+12, 0, 4901.530585, 2814.127693, 0
snapshot_time: 96981.31639 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 180056525.2, -811220947.8, 0, 12.55933011, 2.217453896, 0
1, 0.0009478064836, -3.011897588e+11, 7.555980012e+11, 0, -11913.92133, -4542.202472, 0
2, 0.0002837732003, 1.089416431e+12, 7.326379817e+11, 0, -5676.600163, 8293.689254, 0
3, 4.33474424e-05, 1.708295278e+11, -2.219921001e+12, 0, 7739.446205, 637.4190424, 0
4, 5.113210577e-05, -4.124617156e+12, -3.459780149e+11, 0, 484.9786595, -5682.177371, 0
snapshot_time: 97960.92565 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, 988883308, -202510337.5, 0, 0.01340616623, 14.30149252, 0
1, 0.0009478064836, -8.046279321e+11, -1.115606402e+11, 0, 1538.046956, -12671.46363, 0
2, 0.0002837732003, -1.096280511e+12, 7.145533896e+11, 0, -5405.470865, -8508.98038, 0
3, 4.33474424e-05, 2.81225414e+11, -2.207868116e+12, 0, 7701.99816, 1019.732117, 0
4, 5.113210577e-05, 1.446531671e+12, 3.92931275e+12, 0, -5301.823908, 1916.316575, 0
snapshot_time: 98940.5349 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -5188729.691, 1364590870, 0, -15.4254648, 1.681304853, 0
1, 0.0009478064836, -8.253444982e+10, -8.043541313e+11, 0, 12752.08033, -1340.391963, 0
2, 0.0002837732003, -3.137887846e+11, -1.263766307e+12, 0, 9825.457108, -2386.58707, 0
3, 4.33474424e-05, 3.863105332e+11, -2.192883226e+12, 0, 7639.066784, 1382.974637, 0
4, 5.113210577e-05, 3.045206344e+12, -2.869633147e+12, 0, 3895.202111, 4080.760681, 0
snapshot_time: 99920.14416 yr
particle_id, particle_mass, particle_pos_x, particle_pos_y, particle_pos_z, particle_vel_x, particle_vel_y, particle_vel_z
0, 0.9986739408, -918440613.6, 396396755.1, 0, -4.080337905, -14.24008537, 0
1, 0.0009478064836, 7.635125134e+11, -2.64231985e+11, 0, 4022.263104, 12188.70463, 0
2, 0.0002837732003, 1.300683231e+12, 9.29986517e+10, 0, -607.2843854, 10092.40538, 0
3, 4.33474424e-05, 4.91204961e+11, -2.171191709e+12, 0, 7566.77055, 1754.144461, 0
4, 5.113210577e-05, -3.849458559e+12, -1.519695516e+12, 0, 2091.268634, -5306.312711, 0
